district,latitude,longitude,disease,risk_index,date,cases_reported,population
Karachi,24.8607,67.0011,cholera,53,2025-09-12,203,866838
Karachi,24.8607,67.0011,cholera,56,2025-09-19,14,2999592
Karachi,24.8607,67.0011,cholera,27,2025-09-26,72,3716216
Karachi,24.8607,67.0011,cholera,37,2025-10-03,45,1459719
Karachi,24.8607,67.0011,cholera,39,2025-10-10,91,4068759
Karachi,24.8607,67.0011,cholera,67,2025-10-17,211,1980774
Karachi,24.8607,67.0011,cholera,64,2025-10-24,235,2667308
Karachi,24.8607,67.0011,cholera,79,2025-10-31,70,501995
Karachi,24.8607,67.0011,influenza,58,2025-08-08,198,2768528
Karachi,24.8607,67.0011,influenza,29,2025-08-15,20,4543912
Karachi,24.8607,67.0011,influenza,67,2025-08-22,111,2857705
Karachi,24.8607,67.0011,influenza,44,2025-08-29,73,1763979
Karachi,24.8607,67.0011,influenza,93,2025-09-05,449,4611943
Karachi,24.8607,67.0011,influenza,75,2025-09-12,81,4663071
Karachi,24.8607,67.0011,influenza,77,2025-09-19,438,1027217
Karachi,24.8607,67.0011,influenza,72,2025-09-26,359,3162402
Karachi,24.8607,67.0011,influenza,68,2025-10-03,222,2374608
Karachi,24.8607,67.0011,influenza,30,2025-10-10,85,3489432
Karachi,24.8607,67.0011,influenza,66,2025-10-17,33,2413659
Karachi,24.8607,67.0011,influenza,69,2025-10-24,310,2556422
Karachi,24.8607,67.0011,influenza,80,2025-10-31,57,2833656
Karachi,24.8607,67.0011,covid19,15,2025-08-08,47,2312371
Karachi,24.8607,67.0011,covid19,45,2025-08-15,71,4708551
Karachi,24.8607,67.0011,covid19,36,2025-08-22,16,3743679
Karachi,24.8607,67.0011,covid19,38,2025-08-29,58,2324152
Karachi,24.8607,67.0011,covid19,23,2025-09-05,76,3216791
Karachi,24.8607,67.0011,covid19,29,2025-09-12,19,2602382
Karachi,24.8607,67.0011,covid19,33,2025-09-19,71,3687083
Karachi,24.8607,67.0011,covid19,49,2025-09-26,52,3677194
Karachi,24.8607,67.0011,covid19,18,2025-10-03,52,982978
Karachi,24.8607,67.0011,covid19,22,2025-10-10,39,1851364
Karachi,24.8607,67.0011,covid19,19,2025-10-17,97,2591696
Karachi,24.8607,67.0011,covid19,24,2025-10-24,82,4752373
Karachi,24.8607,67.0011,covid19,16,2025-10-31,50,1489221
Lahore,31.5204,74.3587,dengue,63,2025-08-08,104,1223432
Lahore,31.5204,74.3587,dengue,80,2025-08-15,93,650018
Lahore,31.5204,74.3587,dengue,71,2025-08-22,244,2577214
Lahore,31.5204,74.3587,dengue,89,2025-08-29,59,1210626
Lahore,31.5204,74.3587,dengue,61,2025-09-05,305,894732
Lahore,31.5204,74.3587,dengue,100,2025-09-12,48,3431768
Lahore,31.5204,74.3587,dengue,84,2025-09-19,366,1130712
Lahore,31.5204,74.3587,dengue,78,2025-09-26,401,1111275
Lahore,31.5204,74.3587,dengue,78,2025-10-03,493,3538751
Lahore,31.5204,74.3587,dengue,82,2025-10-10,235,708129
Lahore,31.5204,74.3587,dengue,61,2025-10-17,282,4687242
Lahore,31.5204,74.3587,dengue,69,2025-10-24,495,2114115
Lahore,31.5204,74.3587,dengue,69,2025-10-31,184,731426
Lahore,31.5204,74.3587,malaria,59,2025-08-08,346,3929979
Lahore,31.5204,74.3587,malaria,45,2025-08-15,61,1415600
Lahore,31.5204,74.3587,malaria,83,2025-08-22,63,1313114
Lahore,31.5204,74.3587,malaria,38,2025-08-29,90,4891060
Lahore,31.5204,74.3587,malaria,76,2025-09-05,498,4963990
Lahore,31.5204,74.3587,malaria,90,2025-09-12,121,4931228
Lahore,31.5204,74.3587,malaria,75,2025-09-19,467,3699723
Lahore,31.5204,74.3587,malaria,65,2025-09-26,172,3417654
Lahore,31.5204,74.3587,malaria,35,2025-10-03,84,3436465
Lahore,31.5204,74.3587,malaria,61,2025-10-10,108,4735070
Lahore,31.5204,74.3587,malaria,64,2025-10-17,56,516626
Lahore,31.5204,74.3587,malaria,65,2025-10-24,427,1529676
Lahore,31.5204,74.3587,malaria,36,2025-10-31,56,2352084
Lahore,31.5204,74.3587,cholera,69,2025-08-08,52,3470280
Lahore,31.5204,74.3587,cholera,50,2025-08-15,8,525142
Lahore,31.5204,74.3587,cholera,65,2025-08-22,289,592294
Lahore,31.5204,74.3587,cholera,40,2025-08-29,61,1273675
Lahore,31.5204,74.3587,cholera,48,2025-09-05,88,3426106
Lahore,31.5204,74.3587,cholera,35,2025-09-12,89,1613207
Lahore,31.5204,74.3587,cholera,37,2025-09-19,26,4726117
Lahore,31.5204,74.3587,cholera,27,2025-09-26,88,1152594
Lahore,31.5204,74.3587,cholera,58,2025-10-03,275,1513743
Lahore,31.5204,74.3587,cholera,46,2025-10-10,8,1020719
Lahore,31.5204,74.3587,cholera,27,2025-10-17,55,4146714
Lahore,31.5204,74.3587,cholera,75,2025-10-24,462,3127248
Lahore,31.5204,74.3587,cholera,38,2025-10-31,18,2914589
Lahore,31.5204,74.3587,influenza,48,2025-08-08,41,3521310
Lahore,31.5204,74.3587,influenza,63,2025-08-15,45,2092085
Lahore,31.5204,74.3587,influenza,66,2025-08-22,267,841561
Lahore,31.5204,74.3587,influenza,31,2025-08-29,17,2102328
Lahore,31.5204,74.3587,influenza,71,2025-09-05,488,597103
Lahore,31.5204,74.3587,influenza,28,2025-09-12,32,2918695
Lahore,31.5204,74.3587,influenza,82,2025-09-19,22,777407
Lahore,31.5204,74.3587,influenza,61,2025-09-26,387,2402486
Lahore,31.5204,74.3587,influenza,84,2025-10-03,360,2209594
Lahore,31.5204,74.3587,influenza,57,2025-10-10,435,1434016
Lahore,31.5204,74.3587,influenza,77,2025-10-17,205,3002303
Lahore,31.5204,74.3587,influenza,51,2025-10-24,110,3630093
Lahore,31.5204,74.3587,influenza,69,2025-10-31,38,1841065
Lahore,31.5204,74.3587,covid19,17,2025-08-08,62,2446837
Lahore,31.5204,74.3587,covid19,34,2025-08-15,92,934621
Lahore,31.5204,74.3587,covid19,38,2025-08-22,22,2907663
Lahore,31.5204,74.3587,covid19,47,2025-08-29,87,1401878
Lahore,31.5204,74.3587,covid19,16,2025-09-05,46,1864146
Lahore,31.5204,74.3587,covid19,25,2025-09-12,11,900259
Lahore,31.5204,74.3587,covid19,21,2025-09-19,10,3242366
Lahore,31.5204,74.3587,covid19,36,2025-09-26,42,3222241
Lahore,31.5204,74.3587,covid19,43,2025-10-03,36,3334300
Lahore,31.5204,74.3587,covid19,16,2025-10-10,84,766104
Lahore,31.5204,74.3587,covid19,32,2025-10-17,14,2667127
Lahore,31.5204,74.3587,covid19,24,2025-10-24,6,4767068
Lahore,31.5204,74.3587,covid19,34,2025-10-31,37,4950415
Islamabad,33.6844,73.0479,dengue,52,2025-08-08,334,4110642
Islamabad,33.6844,73.0479,dengue,40,2025-08-15,7,4545802
Islamabad,33.6844,73.0479,dengue,68,2025-08-22,347,2849212
Islamabad,33.6844,73.0479,dengue,35,2025-08-29,35,555376
Islamabad,33.6844,73.0479,dengue,71,2025-09-05,340,1129816
Islamabad,33.6844,73.0479,dengue,82,2025-09-12,347,2517817
Islamabad,33.6844,73.0479,dengue,48,2025-09-19,98,535016
Islamabad,33.6844,73.0479,dengue,67,2025-09-26,207,3680683
Islamabad,33.6844,73.0479,dengue,79,2025-10-03,92,1078646
Islamabad,33.6844,73.0479,dengue,44,2025-10-10,30,4103605
Islamabad,33.6844,73.0479,dengue,37,2025-10-17,16,1700194
Islamabad,33.6844,73.0479,dengue,38,2025-10-24,59,2801647
Islamabad,33.6844,73.0479,dengue,27,2025-10-31,90,1571028
Islamabad,33.6844,73.0479,malaria,87,2025-08-08,459,1726264
Islamabad,33.6844,73.0479,malaria,89,2025-08-15,476,3134495
Islamabad,33.6844,73.0479,malaria,31,2025-08-22,0,2104357
Islamabad,33.6844,73.0479,malaria,55,2025-08-29,218,2638197
Islamabad,33.6844,73.0479,malaria,80,2025-09-05,423,1892384
Islamabad,33.6844,73.0479,malaria,76,2025-09-12,432,566442
Islamabad,33.6844,73.0479,malaria,46,2025-09-19,73,3744461
Islamabad,33.6844,73.0479,malaria,33,2025-09-26,17,3767982
Islamabad,33.6844,73.0479,malaria,86,2025-10-03,74,1350432
Islamabad,33.6844,73.0479,malaria,66,2025-10-10,469,2767204
Islamabad,33.6844,73.0479,malaria,90,2025-10-17,249,1676479
Islamabad,33.6844,73.0479,malaria,38,2025-10-24,8,2886543
Islamabad,33.6844,73.0479,malaria,55,2025-10-31,419,1077545
Islamabad,33.6844,73.0479,cholera,86,2025-08-08,244,715288
Islamabad,33.6844,73.0479,cholera,75,2025-08-15,432,645668
Islamabad,33.6844,73.0479,cholera,86,2025-08-22,87,2768851
Islamabad,33.6844,73.0479,cholera,74,2025-08-29,27,1667433
Islamabad,33.6844,73.0479,cholera,31,2025-09-05,9,3427978
Islamabad,33.6844,73.0479,cholera,48,2025-09-12,83,3592031
Islamabad,33.6844,73.0479,cholera,73,2025-09-19,131,3249284
Islamabad,33.6844,73.0479,cholera,44,2025-09-26,98,2751729
Islamabad,33.6844,73.0479,cholera,71,2025-10-03,215,4479016
Islamabad,33.6844,73.0479,cholera,47,2025-10-10,70,4471242
Islamabad,33.6844,73.0479,cholera,80,2025-10-17,491,3272562
Islamabad,33.6844,73.0479,cholera,21,2025-10-24,98,1468783
Islamabad,33.6844,73.0479,cholera,34,2025-10-31,39,1691311
Islamabad,33.6844,73.0479,influenza,55,2025-08-08,76,2298944
Islamabad,33.6844,73.0479,influenza,59,2025-08-15,25,4960785
Islamabad,33.6844,73.0479,influenza,88,2025-08-22,38,1346986
Islamabad,33.6844,73.0479,influenza,34,2025-08-29,91,2533704
Islamabad,33.6844,73.0479,influenza,32,2025-09-05,32,3620573
Islamabad,33.6844,73.0479,influenza,56,2025-09-12,482,3222122
Islamabad,33.6844,73.0479,influenza,91,2025-09-19,238,2625020
Islamabad,33.6844,73.0479,influenza,44,2025-09-26,20,3750704
Islamabad,33.6844,73.0479,influenza,55,2025-10-03,207,3612610
Islamabad,33.6844,73.0479,influenza,30,2025-10-10,16,2405286
Islamabad,33.6844,73.0479,influenza,42,2025-10-17,14,1385349
Islamabad,33.6844,73.0479,influenza,81,2025-10-24,463,636198
Islamabad,33.6844,73.0479,influenza,87,2025-10-31,43,1609662
Islamabad,33.6844,73.0479,covid19,43,2025-08-08,48,1237432
Islamabad,33.6844,73.0479,covid19,32,2025-08-15,74,4006161
Islamabad,33.6844,73.0479,covid19,28,2025-08-22,68,2328833
Islamabad,33.6844,73.0479,covid19,40,2025-08-29,57,892274
Islamabad,33.6844,73.0479,covid19,33,2025-09-05,12,4689328
Islamabad,33.6844,73.0479,covid19,34,2025-09-12,26,1055373
Islamabad,33.6844,73.0479,covid19,45,2025-09-19,13,2179018
Islamabad,33.6844,73.0479,covid19,23,2025-09-26,65,544201
Islamabad,33.6844,73.0479,covid19,44,2025-10-03,15,3748221
Islamabad,33.6844,73.0479,covid19,29,2025-10-10,57,1714764
Islamabad,33.6844,73.0479,covid19,40,2025-10-17,36,4342007
Islamabad,33.6844,73.0479,covid19,32,2025-10-24,1,1280470
Islamabad,33.6844,73.0479,covid19,38,2025-10-31,15,2827662
Faisalabad,31.4504,73.135,dengue,59,2025-08-08,231,2185825
Faisalabad,31.4504,73.135,dengue,47,2025-08-15,24,3946114
Faisalabad,31.4504,73.135,dengue,59,2025-08-22,457,3105626
Faisalabad,31.4504,73.135,dengue,96,2025-08-29,435,1808732
Faisalabad,31.4504,73.135,dengue,100,2025-09-05,218,4686179
Faisalabad,31.4504,73.135,dengue,89,2025-09-12,458,4760597
Faisalabad,31.4504,73.135,dengue,94,2025-09-19,5,2179623
Faisalabad,31.4504,73.135,dengue,73,2025-09-26,64,1825404
Faisalabad,31.4504,73.135,dengue,59,2025-10-03,449,3817393
Faisalabad,31.4504,73.135,dengue,79,2025-10-10,205,3950747
Faisalabad,31.4504,73.135,dengue,53,2025-10-17,480,922524
Faisalabad,31.4504,73.135,dengue,38,2025-10-24,97,1823170
Faisalabad,31.4504,73.135,dengue,76,2025-10-31,418,3850405
Faisalabad,31.4504,73.135,malaria,32,2025-08-08,22,3140326
Faisalabad,31.4504,73.135,malaria,53,2025-08-15,168,3801094
Faisalabad,31.4504,73.135,malaria,81,2025-08-22,26,4572869
Faisalabad,31.4504,73.135,malaria,62,2025-08-29,383,3067400
Faisalabad,31.4504,73.135,malaria,80,2025-09-05,111,2164829
Faisalabad,31.4504,73.135,malaria,36,2025-09-12,79,1184470
Faisalabad,31.4504,73.135,malaria,46,2025-09-19,32,2451456
Faisalabad,31.4504,73.135,malaria,50,2025-09-26,33,4597031
Faisalabad,31.4504,73.135,malaria,83,2025-10-03,156,723826
Faisalabad,31.4504,73.135,malaria,65,2025-10-10,322,1875553
Faisalabad,31.4504,73.135,malaria,41,2025-10-17,94,2470699
Faisalabad,31.4504,73.135,malaria,55,2025-10-24,327,4962123
Faisalabad,31.4504,73.135,malaria,55,2025-10-31,495,2132587
Faisalabad,31.4504,73.135,cholera,26,2025-08-08,50,3910731
Faisalabad,31.4504,73.135,cholera,74,2025-08-15,407,4103099
Faisalabad,31.4504,73.135,cholera,52,2025-08-22,284,1323632
Faisalabad,31.4504,73.135,cholera,43,2025-08-29,22,1681021
Faisalabad,31.4504,73.135,cholera,66,2025-09-05,373,1759876
Faisalabad,31.4504,73.135,cholera,46,2025-09-12,81,648096
Faisalabad,31.4504,73.135,cholera,62,2025-09-19,135,4808227
Faisalabad,31.4504,73.135,cholera,74,2025-09-26,65,1933634
Faisalabad,31.4504,73.135,cholera,44,2025-10-03,88,4002621
Faisalabad,31.4504,73.135,cholera,79,2025-10-10,220,3472537
Faisalabad,31.4504,73.135,cholera,63,2025-10-17,351,1991973
Faisalabad,31.4504,73.135,cholera,38,2025-10-24,48,4991700
Faisalabad,31.4504,73.135,cholera,66,2025-10-31,429,3352216
Faisalabad,31.4504,73.135,influenza,76,2025-08-08,457,3087209
Faisalabad,31.4504,73.135,influenza,28,2025-08-15,80,3030739
Faisalabad,31.4504,73.135,influenza,70,2025-08-22,40,2892022
Faisalabad,31.4504,73.135,influenza,55,2025-08-29,377,2099726
Faisalabad,31.4504,73.135,influenza,43,2025-09-05,49,2841192
Faisalabad,31.4504,73.135,influenza,73,2025-09-12,404,4513811
Faisalabad,31.4504,73.135,influenza,57,2025-09-19,421,1476766
Faisalabad,31.4504,73.135,influenza,43,2025-09-26,86,3468423
Faisalabad,31.4504,73.135,influenza,52,2025-10-03,362,647518
Faisalabad,31.4504,73.135,influenza,36,2025-10-10,52,3937553
Faisalabad,31.4504,73.135,influenza,61,2025-10-17,331,3909282
Faisalabad,31.4504,73.135,influenza,58,2025-10-24,295,583737
Faisalabad,31.4504,73.135,influenza,31,2025-10-31,90,4936899
Faisalabad,31.4504,73.135,covid19,16,2025-08-08,65,1033241
Faisalabad,31.4504,73.135,covid19,27,2025-08-15,15,2587295
Faisalabad,31.4504,73.135,covid19,34,2025-08-22,54,3445744
Faisalabad,31.4504,73.135,covid19,28,2025-08-29,46,1306711
Faisalabad,31.4504,73.135,covid19,24,2025-09-05,15,3304887
Faisalabad,31.4504,73.135,covid19,12,2025-09-12,36,1191483
Faisalabad,31.4504,73.135,covid19,32,2025-09-19,66,2517616
Faisalabad,31.4504,73.135,covid19,24,2025-09-26,94,707983
Faisalabad,31.4504,73.135,covid19,33,2025-10-03,50,4697175
Faisalabad,31.4504,73.135,covid19,22,2025-10-10,91,799127
Faisalabad,31.4504,73.135,covid19,29,2025-10-17,77,956109
Faisalabad,31.4504,73.135,covid19,23,2025-10-24,10,3036769
Faisalabad,31.4504,73.135,covid19,30,2025-10-31,78,546768
Rawalpindi,33.5651,73.0169,dengue,85,2025-08-08,160,4443698
Rawalpindi,33.5651,73.0169,dengue,48,2025-08-15,14,1030576
Rawalpindi,33.5651,73.0169,dengue,37,2025-08-22,100,4557055
Rawalpindi,33.5651,73.0169,dengue,51,2025-08-29,7,1016941
Rawalpindi,33.5651,73.0169,dengue,81,2025-09-05,492,2086793
Rawalpindi,33.5651,73.0169,dengue,55,2025-09-12,192,620685
Rawalpindi,33.5651,73.0169,dengue,53,2025-09-19,188,1418189
Rawalpindi,33.5651,73.0169,dengue,49,2025-09-26,91,1913983
Rawalpindi,33.5651,73.0169,dengue,34,2025-10-03,49,4420296
Rawalpindi,33.5651,73.0169,dengue,26,2025-10-10,32,3312783
Rawalpindi,33.5651,73.0169,dengue,52,2025-10-17,459,2146658
Rawalpindi,33.5651,73.0169,dengue,36,2025-10-24,6,1647790
Rawalpindi,33.5651,73.0169,dengue,46,2025-10-31,37,3928743
Rawalpindi,33.5651,73.0169,malaria,57,2025-08-08,346,3128334
Rawalpindi,33.5651,73.0169,malaria,38,2025-08-15,24,1619055
Rawalpindi,33.5651,73.0169,malaria,74,2025-08-22,482,823104
Rawalpindi,33.5651,73.0169,malaria,87,2025-08-29,317,581612
Rawalpindi,33.5651,73.0169,malaria,59,2025-09-05,87,1458546
Rawalpindi,33.5651,73.0169,malaria,79,2025-09-12,231,1576942
Rawalpindi,33.5651,73.0169,malaria,48,2025-09-19,47,4631483
Rawalpindi,33.5651,73.0169,malaria,79,2025-09-26,311,2926805
Rawalpindi,33.5651,73.0169,malaria,56,2025-10-03,352,2790489
Rawalpindi,33.5651,73.0169,malaria,54,2025-10-10,362,2222016
Rawalpindi,33.5651,73.0169,malaria,59,2025-10-17,268,4255384
Rawalpindi,33.5651,73.0169,malaria,35,2025-10-24,20,4029154
Rawalpindi,33.5651,73.0169,malaria,59,2025-10-31,68,2915372
Rawalpindi,33.5651,73.0169,cholera,49,2025-08-08,24,3079176
Rawalpindi,33.5651,73.0169,cholera,66,2025-08-15,481,3990399
Rawalpindi,33.5651,73.0169,cholera,48,2025-08-22,1,2818611
Rawalpindi,33.5651,73.0169,cholera,82,2025-08-29,304,904031
Rawalpindi,33.5651,73.0169,cholera,25,2025-09-05,35,2944529
Rawalpindi,33.5651,73.0169,cholera,26,2025-09-12,75,1699464
Rawalpindi,33.5651,73.0169,cholera,49,2025-09-19,12,4986406
Rawalpindi,33.5651,73.0169,cholera,43,2025-09-26,59,1887830
Rawalpindi,33.5651,73.0169,cholera,66,2025-10-03,440,4185230
Rawalpindi,33.5651,73.0169,cholera,49,2025-10-10,85,2853431
Rawalpindi,33.5651,73.0169,cholera,68,2025-10-17,344,3166281
Rawalpindi,33.5651,73.0169,cholera,59,2025-10-24,471,3212909
Rawalpindi,33.5651,73.0169,cholera,45,2025-10-31,88,4574362
Rawalpindi,33.5651,73.0169,influenza,28,2025-08-08,26,3395870
Rawalpindi,33.5651,73.0169,influenza,32,2025-08-15,49,1466962
Rawalpindi,33.5651,73.0169,influenza,25,2025-08-22,97,4771210
Rawalpindi,33.5651,73.0169,influenza,74,2025-08-29,219,3008100
Rawalpindi,33.5651,73.0169,influenza,66,2025-09-05,104,2753672
Rawalpindi,33.5651,73.0169,influenza,23,2025-09-12,94,3168217
Rawalpindi,33.5651,73.0169,influenza,33,2025-09-19,80,1103538
Rawalpindi,33.5651,73.0169,influenza,28,2025-09-26,11,1445314
Rawalpindi,33.5651,73.0169,influenza,54,2025-10-03,398,4137049
Rawalpindi,33.5651,73.0169,influenza,49,2025-10-10,86,2903701
Rawalpindi,33.5651,73.0169,influenza,56,2025-10-17,234,4127465
Rawalpindi,33.5651,73.0169,influenza,31,2025-10-24,48,3624767
Rawalpindi,33.5651,73.0169,influenza,26,2025-10-31,31,4704243
Rawalpindi,33.5651,73.0169,covid19,15,2025-08-08,9,3991795
Rawalpindi,33.5651,73.0169,covid19,24,2025-08-15,58,4432103
Rawalpindi,33.5651,73.0169,covid19,12,2025-08-22,4,3904521
Rawalpindi,33.5651,73.0169,covid19,37,2025-08-29,12,3754158
Rawalpindi,33.5651,73.0169,covid19,34,2025-09-05,16,1356728
Rawalpindi,33.5651,73.0169,covid19,10,2025-09-12,1,1291868
Rawalpindi,33.5651,73.0169,covid19,20,2025-09-19,6,1788997
Rawalpindi,33.5651,73.0169,covid19,13,2025-09-26,40,1849738
Rawalpindi,33.5651,73.0169,covid19,28,2025-10-03,14,3177469
Rawalpindi,33.5651,73.0169,covid19,18,2025-10-10,14,2743045
Rawalpindi,33.5651,73.0169,covid19,29,2025-10-17,72,3508971
Rawalpindi,33.5651,73.0169,covid19,39,2025-10-24,14,3212590
Rawalpindi,33.5651,73.0169,covid19,18,2025-10-31,75,3871444
Multan,30.1575,71.5249,dengue,85,2025-08-08,499,1082465
Multan,30.1575,71.5249,dengue,52,2025-08-15,345,2663045
Multan,30.1575,71.5249,dengue,27,2025-08-22,100,1202817
Multan,30.1575,71.5249,dengue,64,2025-08-29,287,4902528
Multan,30.1575,71.5249,dengue,94,2025-09-05,376,537082
Multan,30.1575,71.5249,dengue,49,2025-09-12,55,847706
Multan,30.1575,71.5249,dengue,72,2025-09-19,80,4312308
Multan,30.1575,71.5249,dengue,81,2025-09-26,51,4528405
Multan,30.1575,71.5249,dengue,31,2025-10-03,74,2370743
Multan,30.1575,71.5249,dengue,33,2025-10-10,44,3560874
Multan,30.1575,71.5249,dengue,56,2025-10-17,2,4714587
Multan,30.1575,71.5249,dengue,43,2025-10-24,55,3297769
Multan,30.1575,71.5249,dengue,22,2025-10-31,21,950113
Multan,30.1575,71.5249,malaria,98,2025-08-08,265,4304075
Multan,30.1575,71.5249,malaria,49,2025-08-15,75,4963870
Multan,30.1575,71.5249,malaria,60,2025-08-22,218,2439753
Multan,30.1575,71.5249,malaria,83,2025-08-29,89,3842407
Multan,30.1575,71.5249,malaria,100,2025-09-05,445,4430270
Multan,30.1575,71.5249,malaria,53,2025-09-12,330,513174
Multan,30.1575,71.5249,malaria,65,2025-09-19,397,1475289
Multan,30.1575,71.5249,malaria,92,2025-09-26,382,690218
Multan,30.1575,71.5249,malaria,61,2025-10-03,96,2088232
Multan,30.1575,71.5249,malaria,91,2025-10-10,307,803472
Multan,30.1575,71.5249,malaria,88,2025-10-17,59,3549330
Multan,30.1575,71.5249,malaria,80,2025-10-24,461,2554358
Multan,30.1575,71.5249,malaria,83,2025-10-31,437,2814780
Multan,30.1575,71.5249,cholera,38,2025-08-08,37,2754276
Multan,30.1575,71.5249,cholera,50,2025-08-15,87,756899
Multan,30.1575,71.5249,cholera,58,2025-08-22,16,598160
Multan,30.1575,71.5249,cholera,41,2025-08-29,42,3031684
Multan,30.1575,71.5249,cholera,69,2025-09-05,217,2026574
Multan,30.1575,71.5249,cholera,69,2025-09-12,201,778047
Multan,30.1575,71.5249,cholera,70,2025-09-19,383,699342
Multan,30.1575,71.5249,cholera,54,2025-09-26,159,3799255
Multan,30.1575,71.5249,cholera,78,2025-10-03,16,1720108
Multan,30.1575,71.5249,cholera,74,2025-10-10,186,1602900
Multan,30.1575,71.5249,cholera,67,2025-10-17,205,4502875
Multan,30.1575,71.5249,cholera,40,2025-10-24,69,1505511
Multan,30.1575,71.5249,cholera,80,2025-10-31,256,2766959
Multan,30.1575,71.5249,influenza,56,2025-08-08,258,525576
Multan,30.1575,71.5249,influenza,32,2025-08-15,5,594716
Multan,30.1575,71.5249,influenza,70,2025-08-22,227,4961535
Multan,30.1575,71.5249,influenza,38,2025-08-29,25,1418277
Multan,30.1575,71.5249,influenza,65,2025-09-05,483,2800258
Multan,30.1575,71.5249,influenza,52,2025-09-12,418,4930176
Multan,30.1575,71.5249,influenza,47,2025-09-19,77,1332471
Multan,30.1575,71.5249,influenza,51,2025-09-26,328,4415696
Multan,30.1575,71.5249,influenza,65,2025-10-03,259,4090019
Multan,30.1575,71.5249,influenza,52,2025-10-10,338,3311513
Multan,30.1575,71.5249,influenza,43,2025-10-17,51,1760175
Multan,30.1575,71.5249,influenza,33,2025-10-24,74,1952346
Multan,30.1575,71.5249,influenza,65,2025-10-31,221,1279857
Multan,30.1575,71.5249,covid19,34,2025-08-08,49,2185924
Multan,30.1575,71.5249,covid19,18,2025-08-15,77,3536416
Multan,30.1575,71.5249,covid19,23,2025-08-22,82,4925945
Multan,30.1575,71.5249,covid19,20,2025-08-29,75,2840504
Multan,30.1575,71.5249,covid19,14,2025-09-05,100,3277294
Multan,30.1575,71.5249,covid19,24,2025-09-12,34,1799675
Multan,30.1575,71.5249,covid19,37,2025-09-19,56,3361790
Multan,30.1575,71.5249,covid19,33,2025-09-26,48,1398897
Multan,30.1575,71.5249,covid19,27,2025-10-03,88,718764
Multan,30.1575,71.5249,covid19,17,2025-10-10,49,2050998
Multan,30.1575,71.5249,covid19,21,2025-10-17,62,2510066
Multan,30.1575,71.5249,covid19,35,2025-10-24,53,1674053
Multan,30.1575,71.5249,covid19,39,2025-10-31,53,3660869
Peshawar,34.0151,71.5249,dengue,44,2025-08-08,2,2804375
Peshawar,34.0151,71.5249,dengue,41,2025-08-15,66,4945406
Peshawar,34.0151,71.5249,dengue,36,2025-08-22,51,530745
Peshawar,34.0151,71.5249,dengue,80,2025-08-29,466,2353950
Peshawar,34.0151,71.5249,dengue,36,2025-09-05,93,1717283
Peshawar,34.0151,71.5249,dengue,54,2025-09-12,149,1242923
Peshawar,34.0151,71.5249,dengue,76,2025-09-19,382,579721
Peshawar,34.0151,71.5249,dengue,41,2025-09-26,99,1341935
Peshawar,34.0151,71.5249,dengue,67,2025-10-03,99,4100215
Peshawar,34.0151,71.5249,dengue,58,2025-10-10,239,2409480
Peshawar,34.0151,71.5249,dengue,72,2025-10-17,324,1495747
Peshawar,34.0151,71.5249,dengue,46,2025-10-24,84,2360122
Peshawar,34.0151,71.5249,dengue,52,2025-10-31,408,2414176
